"Number","Status","Date/Time","Qty.","Total amount","Items Description","Subtotal","Discount","Sales tax","Delivery","Total","Profits","Payment Method","Customer","Salesperson","Observation"
"11719-2","Sale","02/07/2026 2:01 PM",1,1,"1xMilkshake 500ml","16",0,0,0,"16",0,"Tarjeta Débito","","Lucas",""
"11720-2","Sale","02/07/2026 2:03 PM",2,2,"1xÁgua sem gás , 1xRefri 310ml","11",0,0,0,"11","1","Tarjeta Débito","","Lucas",""
"11721-2","Sale","02/07/2026 2:04 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Tarjeta Débito","","Lucas",""
"11722-2","Sale","02/07/2026 2:14 PM",2,2,"1xMilkshake 500ml, 1xMilkshake 300ml","27",0,0,0,"27","1","Tarjeta Débito","","Lucas",""
"11723-2","Sale","02/07/2026 2:15 PM",3,3,"1xCasquinha , 1xCopo 150ml, 1xÁgua sem gás ","18",0,0,0,"18","7","Tarjeta Crédito","","Lucas",""
"11724-2","Sale","02/07/2026 2:19 PM",1,3,"3xCopo 150ml","21",0,0,0,"21","3","Tarjeta Débito","","Lucas",""
"11725-2","Sale","02/07/2026 2:42 PM",2,2,"1xCrepe suíço salgado , 1xMilkshake 400ml","24",0,0,0,"24","3","Efectivo","","Lucas",""
"11726-2","Sale","02/07/2026 2:51 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Tarjeta Crédito","","Lucas",""
"11727-2","Sale","02/07/2026 3:12 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Efectivo","","Lucas",""
"11728-2","Sale","02/07/2026 3:14 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Efectivo","","Lucas",""
"11729-2","Sale","02/07/2026 3:27 PM",2,2,"1xMilkshake 300ml, 1xCasquinha ","18",0,0,0,"18","7","Tarjeta Crédito","","Lucas",""
"11730-2","Sale","02/07/2026 3:28 PM",1,1,"1xCombo 3","15",0,0,0,"15","1","Pix","","Lucas",""
"11731-2","Sale","02/07/2026 3:29 PM",2,2,"1xChurros de chocolate , 1xCasquinha ","17",0,0,0,"17","8","Tarjeta Débito","","Lucas",""
"11732-2","Sale","02/07/2026 3:31 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Tarjeta Crédito","","Lucas",""
"11733-2","Sale","02/07/2026 3:31 PM",1,1,"1xCopo 150ml","7",0,0,0,"7","1","Otros","","Lucas",""
"11734-2","Sale","02/07/2026 3:32 PM",1,1,"1xRefri 310ml","7",0,0,0,"7","1","Efectivo","","Lucas",""
"11735-2","Sale","02/07/2026 3:38 PM",2,3,"2xMilkshake 300ml, 1xÁgua sem gás ","26",0,0,0,"26","2","Efectivo","","Lucas",""
"11736-2","Sale","02/07/2026 3:39 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Tarjeta Débito","","Lucas",""
"11737-2","Sale","02/07/2026 3:49 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Tarjeta Crédito","","Lucas",""
"11738-2","Sale","02/07/2026 3:56 PM",1,1,"1xRefri 310ml","7",0,0,0,"7","1","Pix","","Lucas",""
"11739-2","Sale","02/07/2026 3:57 PM",1,1,"1xRefri 310ml","7",0,0,0,"7","1","Tarjeta Débito","","Lucas",""
"11740-2","Sale","02/07/2026 4:09 PM",1,4,"4xMilkshake 400ml","56",0,0,0,"56","4","Efectivo","","Lucas",""
"11741-2","Sale","02/07/2026 4:27 PM",3,3,"1xMilkshake 300ml, 1xCascão , 1xÁgua com gás ","24.5",0,0,0,"24.5","12.1","Pix","","Lucas",""
"11742-2","Sale","02/07/2026 4:29 PM",1,1,"1xCrepe suíço doce","11",0,0,0,"11","3","Tarjeta Débito","","Lucas",""
"11743-2","Sale","02/07/2026 4:31 PM",2,3,"2xCopo 150ml, 1xCasquinha ","21",0,0,0,"21","8","Tarjeta Débito","","Lucas",""
"11744-2","Sale","02/07/2026 4:35 PM",1,2,"2xMilkshake 300ml","22",0,0,0,"22","2","Pix","","Lucas",""
"11745-2","Sale","02/07/2026 4:36 PM",2,3,"1xCopo 200ml, 2xMilkshake 400ml","37",0,0,0,"37","3","Tarjeta Crédito","","Lucas",""
"11746-2","Sale","02/07/2026 4:40 PM",1,2,"2xCopo 150ml","14",0,0,0,"14","2","Efectivo","","Lucas",""
"11747-2","Sale","02/07/2026 4:41 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Tarjeta Débito","","Lucas",""
"11748-2","Sale","02/07/2026 4:43 PM",1,2,"2xCascão ","18",0,0,0,"18","15.6","Tarjeta Débito","","Lucas",""
"11749-2","Sale","02/07/2026 4:46 PM",1,2,"2xMilkshake 300ml","22",0,0,0,"22","2","Tarjeta Débito","","Lucas",""
"11750-2","Sale","02/07/2026 4:49 PM",1,1,"1xChurros doce de leite ","10",0,0,0,"10","2","Tarjeta Débito","","Lucas",""
"11751-2","Sale","02/07/2026 4:57 PM",2,2,"1xChurros doce de leite , 1xChurros de chocolate ","20",0,0,0,"20","4","Tarjeta Débito","","Lucas",""
"11752-2","Sale","02/07/2026 5:02 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Pix","","Lucas",""
"11753-2","Sale","02/07/2026 5:08 PM",1,1,"1xChurros de chocolate ","10",0,0,0,"10","2","Tarjeta Débito","","Lucas",""
"11754-2","Sale","02/07/2026 5:11 PM",1,1,"1xRefri 310ml","7",0,0,0,"7","1","Tarjeta Débito","","Lucas",""
"11755-2","Sale","02/07/2026 5:23 PM",1,1,"1xÁgua sem gás ","4",0,0,0,"4",0,"Efectivo","","Lucas",""
"11756-2","Sale","02/07/2026 5:27 PM",1,1,"1xMilkshake 500ml","16",0,0,0,"16",0,"Tarjeta Débito","","Lucas",""
"11757-2","Sale","02/07/2026 5:28 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Pix","","Lucas",""
"11758-2","Sale","02/07/2026 5:38 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Tarjeta Débito","","Lucas",""
"11759-2","Sale","02/07/2026 5:49 PM",2,4,"1xMilkshake 400ml, 3xCasquinha ","35",0,0,0,"35","19","Tarjeta Débito","","Lucas",""
"11760-2","Sale","02/07/2026 5:50 PM",1,1,"1xMilkshake 500ml","16",0,0,0,"16",0,"Efectivo","","Lucas",""
"11761-2","Sale","02/07/2026 5:51 PM",1,1,"1xCombo 1","15",0,0,0,"15","1","Otros","","Lucas",""
"11762-2","Sale","02/07/2026 5:54 PM",1,2,"2xChurros de chocolate ","20",0,0,0,"20","4","Tarjeta Crédito","","Lucas",""
"11763-2","Sale","02/07/2026 6:01 PM",2,2,"1xCasquinha , 1xChurros de chocolate ","17",0,0,0,"17","8","Tarjeta Débito","","Lucas",""
"11765-2","Sale","02/07/2026 6:16 PM",1,1,"1xRefri 310ml","7",0,0,0,"7","1","Tarjeta Débito","","Lucas",""
"11766-2","Sale","02/07/2026 6:23 PM",2,3,"1xCascão , 2xCasquinha ","23",0,0,0,"23","19.8","Efectivo","","Lucas",""
"11767-2","Sale","02/07/2026 6:26 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Tarjeta Crédito","","Lucas",""
"11768-2","Sale","02/07/2026 6:29 PM",2,2,"1xCombo 1, 1xCrepe suíço salgado ","25",0,0,0,"25","3","Tarjeta Débito","","Lucas",""
"11769-2","Sale","02/07/2026 6:31 PM",1,1,"1xMilkshake 300ml","11",0,0,0,"11","1","Efectivo","","Lucas",""
"11764-2","Sale","02/07/2026 6:03 PM",1,3,"3xChurros de chocolate ","30",0,0,0,"30","6","Pix","","Lucas",""
"11770-2","Sale","02/07/2026 6:40 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Efectivo","","Lucas",""
"11772-2","Sale","02/07/2026 7:04 PM",1,2,"2xCascão ","18",0,0,0,"18","15.6","Efectivo","","Lucas",""
"11773-2","Sale","02/07/2026 7:05 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Efectivo","","Lucas",""
"11683-2","Sale","02/07/2026 10:38 AM",2,2,"1xMilkshake 400ml, 1xÁgua com gás ","18.5",0,0,0,"18.5","4.3","Efectivo","","Lucas",""
"11684-2","Sale","02/07/2026 10:38 AM",1,1,"1xÁgua com gás ","4.5",0,0,0,"4.5","3.3","Tarjeta Débito","","Lucas",""
"11774-2","Sale","02/08/2026 2:01 PM",1,1,"1xCopo 150ml","7",0,0,0,"7","1","Tarjeta Débito","","Lucas",""
"11775-2","Sale","02/08/2026 2:09 PM",3,3,"1xÁgua sem gás , 1xCascão , 1xMilkshake 300ml","24",0,0,0,"24","8.8","Efectivo","","Lucas",""
"11776-2","Sale","02/08/2026 2:11 PM",2,3,"2xCasquinha , 1xÁgua sem gás ","18",0,0,0,"18","12","Pix","","Lucas",""
"11777-2","Sale","02/08/2026 2:47 PM",1,2,"2xCascão ","18",0,0,0,"18","15.6","Efectivo","","Lucas",""
"11778-2","Sale","02/08/2026 2:50 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Pix","","Lucas",""
"11779-2","Sale","02/08/2026 2:51 PM",2,2,"1xÁgua sem gás , 1xÁgua com gás ","8.5",0,0,0,"8.5","3.3","Tarjeta Débito","","Lucas",""
"11780-2","Sale","02/08/2026 2:55 PM",1,1,"1xMilkshake 400ml","14",0,0,0,"14","1","Pix","","Lucas",""
"11781-2","Sale","02/08/2026 3:00 PM",1,2,"2xCopo 150ml","14",0,0,0,"14","2","Efectivo","","Lucas",""
"11782-2","Sale","02/08/2026 3:03 PM",2,2,"1xCombo 3, 1xÁgua sem gás ","19",0,0,0,"19","1","Tarjeta Crédito","","Lucas",""
"11783-2","Sale","02/08/2026 3:10 PM",1,2,"2xMilkshake 300ml","22",0,0,0,"22","2","Efectivo","","Lucas",""
"11784-2","Sale","02/08/2026 3:16 PM",2,2,"1xÁgua sem gás , 1xMilkshake 300ml","15",0,0,0,"15","1","Tarjeta Débito","","Lucas",""
"11785-2","Sale","02/08/2026 3:19 PM",1,2,"2xÁgua sem gás ","8",0,0,0,"8",0,"Tarjeta Débito","","Lucas",""
"11786-2","Sale","02/08/2026 3:21 PM",2,2,"1xCasquinha , 1xCascão ","16",0,0,0,"16","13.8","Efectivo","","Lucas",""
"11787-2","Sale","02/08/2026 3:24 PM",2,3,"1xMilkshake 500ml, 2xCasquinha ","30",0,0,0,"30","12","Pix","","Lucas",""
"11788-2","Sale","02/08/2026 3:34 PM",2,4,"2xMilkshake 300ml, 2xMilkshake 500ml","54",0,0,0,"54","2","Tarjeta Crédito","","Lucas",""
"11789-2","Sale","02/08/2026 3:38 PM",1,1,"1xRefri 310ml","7",0,0,0,"7","1","Tarjeta Débito","","Lucas",""
"11790-2","Sale","02/08/2026 3:44 PM",1,1,"1xCopo 150ml","7",0,0,0,"7","1","Pix","","Lucas",""
"11791-2","Sale","02/08/2026 3:51 PM",1,1,"1xMilkshake 300ml","11",0,0,0,"11","1","Tarjeta Crédito","","Lucas",""
"11792-2","Sale","02/08/2026 4:03 PM",1,4,"4xCasquinha ","28",0,0,0,"28","24","Efectivo","","Lucas",""
"11793-2","Sale","02/08/2026 4:04 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Efectivo","","Lucas",""
"11794-2","Sale","02/08/2026 4:06 PM",2,2,"1xCascão , 1xCopo 150ml","16",0,0,0,"16","8.8","Tarjeta Débito","","Lucas",""
"11795-2","Sale","02/08/2026 4:07 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Tarjeta Débito","","Lucas",""
"11796-2","Sale","02/08/2026 4:14 PM",3,4,"1xMilkshake 300ml, 2xMilkshake 400ml, 1xÁgua sem gás ","43",0,0,0,"43","3","Tarjeta Crédito","","Lucas",""
"11798-2","Sale","02/08/2026 4:24 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Tarjeta Débito","","Lucas",""
"11799-2","Sale","02/08/2026 4:27 PM",1,1,"1xMilkshake 300ml","11",0,0,0,"11","1","Efectivo","","Lucas",""
"11800-2","Sale","02/08/2026 4:28 PM",1,2,"2xCascão ","18",0,0,0,"18","15.6","Pix","","Lucas",""
"11802-2","Sale","02/08/2026 4:37 PM",1,1,"1xÁgua com gás ","4.5",0,0,0,"4.5","3.3","Tarjeta Débito","","Lucas",""
"11803-2","Sale","02/08/2026 4:41 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Efectivo","","Lucas",""
"11804-2","Sale","02/08/2026 4:49 PM",2,2,"1xCopo 200ml, 1xMilkshake 300ml","20",0,0,0,"20","2","Pix","","Lucas",""
"11805-2","Sale","02/08/2026 4:54 PM",3,3,"1xCasquinha , 1xCopo 200ml, 1xCascão ","25",0,0,0,"25","14.8","Tarjeta Crédito","","Lucas",""
"11806-2","Sale","02/08/2026 5:03 PM",1,1,"1xCopo 150ml","7",0,0,0,"7","1","Pix","","Lucas",""
"11807-2","Sale","02/08/2026 5:07 PM",2,3,"2xCascão , 1xRefri 310ml","25",0,0,0,"25","16.6","Pix","","Lucas",""
"11808-2","Sale","02/08/2026 5:11 PM",1,2,"2xCopo 200ml","18",0,0,0,"18","2","Efectivo","","Lucas",""
"11809-2","Sale","02/08/2026 5:12 PM",1,1,"1xCopo 200ml","9",0,0,0,"9","1","Tarjeta Débito","","Lucas",""
"11810-2","Sale","02/08/2026 5:14 PM",1,3,"3xCascão ","27",0,0,0,"27","23.4","Tarjeta Crédito","","Lucas",""
"11811-2","Sale","02/08/2026 5:21 PM",2,2,"1xMilkshake 500ml, 1xMilkshake 400ml","30",0,0,0,"30","1","Tarjeta Crédito","","Lucas",""
"11812-2","Sale","02/08/2026 5:24 PM",1,2,"2xMilkshake 500ml","32",0,0,0,"32",0,"Pix","","Lucas",""
"11813-2","Sale","02/08/2026 5:28 PM",1,1,"1xMilkshake 300ml","11",0,0,0,"11","1","Tarjeta Crédito","","Lucas",""
"11814-2","Sale","02/08/2026 5:35 PM",2,3,"1xMilkshake 400ml, 2xCascão ","32",0,0,0,"32","16.6","Tarjeta Débito","","Lucas",""
"11815-2","Sale","02/08/2026 5:38 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Pix","","Lucas",""
"11816-2","Sale","02/08/2026 5:41 PM",1,1,"1xMilkshake 300ml","11",0,0,0,"11","1","Tarjeta Débito","","Lucas",""
"11817-2","Sale","02/08/2026 5:43 PM",2,2,"1xMilkshake 500ml, 1xCasquinha ","23",0,0,0,"23","6","Tarjeta Débito","","Lucas",""
"11818-2","Sale","02/08/2026 5:46 PM",2,3,"1xCasquinha , 2xCascão ","25",0,0,0,"25","21.6","Efectivo","","Lucas",""
"11819-2","Sale","02/08/2026 5:48 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Tarjeta Débito","","Lucas",""
"11820-2","Sale","02/08/2026 5:49 PM",4,7,"1xCasquinha , 4xCascão , 1xMilkshake 400ml, 1xÁgua sem gás ","61",0,0,0,"61","38.2","Tarjeta Débito","","Lucas",""
"11821-2","Sale","02/08/2026 6:03 PM",1,4,"4xCascão ","36",0,0,0,"36","31.2","Efectivo","","Lucas",""
"11822-2","Sale","02/08/2026 6:13 PM",2,3,"2xMilkshake 500ml, 1xCopo 150ml","39",0,0,0,"39","1","Tarjeta Débito","","Lucas",""
"11823-2","Sale","02/08/2026 6:17 PM",1,1,"1xMilkshake 300ml","11",0,0,0,"11","1","Tarjeta Débito","","Lucas",""
"11824-2","Sale","02/08/2026 6:19 PM",1,1,"1xMilkshake 400ml","14",0,0,0,"14","1","Tarjeta Crédito","","Lucas",""
"11825-2","Sale","02/08/2026 6:24 PM",1,3,"3xMilkshake 300ml","33",0,0,0,"33","3","Efectivo","","Lucas",""
"11826-2","Sale","02/08/2026 6:28 PM",2,2,"1xCrepe suíço salgado , 1xCrepe suíço doce","21",0,0,0,"21","5","Efectivo","","Lucas",""
"11827-2","Sale","02/08/2026 6:31 PM",1,2,"2xMilkshake 300ml","22",0,0,0,"22","2","Pix","","Lucas",""
"11828-2","Sale","02/08/2026 6:33 PM",3,3,"1xCopo 150ml, 1xCasquinha , 1xMilkshake 300ml","25",0,0,0,"25","8","Tarjeta Crédito","","Lucas",""
"11829-2","Sale","02/08/2026 6:37 PM",1,2,"2xCascão ","18",0,0,0,"18","15.6","Tarjeta Débito","","Lucas",""
"11830-2","Sale","02/08/2026 6:37 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Tarjeta Débito","","Lucas",""
"11831-2","Sale","02/08/2026 6:40 PM",1,1,"1xMilkshake 500ml","16",0,0,0,"16",0,"Tarjeta Débito","","Lucas",""
"11832-2","Sale","02/08/2026 6:41 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Tarjeta Débito","","Lucas",""
"11833-2","Sale","02/08/2026 6:46 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Efectivo","","Lucas",""
"11834-2","Sale","02/08/2026 6:49 PM",1,2,"2xCopo 200ml","18",0,0,0,"18","2","Tarjeta Débito","","Lucas",""
"11835-2","Sale","02/08/2026 6:53 PM",1,2,"2xMilkshake 300ml","22",0,0,0,"22","2","Efectivo","","Lucas",""
"11836-2","Sale","02/08/2026 6:55 PM",1,1,"1xCrepe suíço salgado ","10",0,0,0,"10","2","Tarjeta Débito","","Lucas",""
"11837-2","Sale","02/08/2026 6:55 PM",1,1,"1xCopo 250ml","11",0,0,0,"11","1","Tarjeta Crédito","","Lucas",""
"11838-2","Sale","02/08/2026 6:58 PM",1,3,"3xCascão ","27",0,0,0,"27","23.4","Efectivo","","Lucas",""
"11839-2","Sale","02/08/2026 7:00 PM",2,2,"1xMilkshake 300ml, 1xCopo 150ml","18",0,0,0,"18","2","Pix","","Lucas",""
"11840-2","Sale","02/08/2026 7:05 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Efectivo","","Lucas",""
"11841-2","Sale","02/08/2026 7:16 PM",2,4,"1xCasquinha , 3xMilkshake 300ml","40",0,0,0,"40","9","Tarjeta Crédito","","Lucas",""
"11842-2","Sale","02/08/2026 7:22 PM",2,3,"2xCasquinha , 1xMilkshake 400ml","28",0,0,0,"28","13","Efectivo","","Lucas",""
"11843-2","Sale","02/08/2026 7:25 PM",1,5,"5xCasquinha ","35",0,0,0,"35","30","Tarjeta Débito","","Lucas",""
"11844-2","Sale","02/08/2026 7:29 PM",2,3,"2xCopo 150ml, 1xMilkshake 300ml","25",0,0,0,"25","3","Tarjeta Débito","","Lucas",""
"11797-2","Sale","02/08/2026 4:17 PM",1,3,"3xMilkshake 300ml","33",0,0,0,"33","3","Efectivo","","Lucas",""
"11845-2","Sale","02/09/2026 1:41 PM",1,1,"1xMilkshake 300ml","11",0,0,0,"11","1","Pix","","Lucas",""
"11846-2","Sale","02/09/2026 1:41 PM",1,1,"1xRefri 310ml","7",0,0,0,"7","1","Tarjeta Débito","","Lucas",""
"11847-2","Sale","02/09/2026 1:45 PM",1,2,"2xÁgua sem gás ","8",0,0,0,"8",0,"Tarjeta Crédito","","Lucas",""
"11848-2","Sale","02/09/2026 1:49 PM",1,1,"1xCopo 250ml","11",0,0,0,"11","1","Tarjeta Crédito","","Lucas",""
"11849-2","Sale","02/09/2026 1:53 PM",2,2,"1xCascão , 1xCopo 200ml","18",0,0,0,"18","8.8","Pix","","Lucas",""
"11850-2","Sale","02/09/2026 1:53 PM",1,1,"1xCombo 3","15",0,0,0,"15","1","Tarjeta Débito","","Lucas",""
"11851-2","Sale","02/09/2026 1:55 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Tarjeta Débito","","Lucas",""
"11852-2","Sale","02/09/2026 1:59 PM",1,2,"2xMilkshake 500ml","32",0,0,0,"32",0,"Tarjeta Débito","","Lucas",""
"11853-2","Sale","02/09/2026 2:16 PM",1,2,"2xMilkshake 300ml","22",0,0,0,"22","2","Pix","","Lucas",""
"11854-2","Sale","02/09/2026 2:25 PM",1,3,"3xCasquinha ","21",0,0,0,"21","18","Tarjeta Débito","","Lucas",""
"11855-2","Sale","02/09/2026 2:27 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Efectivo","","Lucas",""
"11856-2","Sale","02/09/2026 2:28 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Pix","","Lucas",""
"11857-2","Sale","02/09/2026 2:35 PM",1,2,"2xChurros doce de leite ","20",0,0,0,"20","4","Tarjeta Débito","","Lucas",""
"11858-2","Sale","02/09/2026 2:49 PM",1,1,"1xCrepe suíço doce","11",0,0,0,"11","3","Tarjeta Débito","","Lucas",""
"11859-2","Sale","02/09/2026 2:58 PM",2,3,"2xMilkshake 300ml, 1xCrepe suíço salgado ","32",0,0,0,"32","4","Pix","","Lucas",""
"11860-2","Sale","02/09/2026 3:02 PM",1,1,"1xÁgua sem gás ","4",0,0,0,"4",0,"Efectivo","","Lucas",""
"11861-2","Sale","02/09/2026 3:03 PM",1,2,"2xCascão ","18",0,0,0,"18","15.6","Efectivo","","Lucas",""
"11862-2","Sale","02/09/2026 3:05 PM",1,1,"1xÁgua sem gás ","4",0,0,0,"4",0,"Efectivo","","Lucas",""
"11863-2","Sale","02/09/2026 3:08 PM",1,2,"2xChurros doce de leite ","20",0,0,0,"20","4","Tarjeta Débito","","Lucas",""
"11864-2","Sale","02/09/2026 3:11 PM",1,1,"1xÁgua com gás ","4.5",0,0,0,"4.5","3.3","Pix","","Lucas",""
"11865-2","Sale","02/09/2026 3:16 PM",1,1,"1xChurros doce de leite ","10",0,0,0,"10","2","Efectivo","","Lucas",""
"11866-2","Sale","02/09/2026 3:29 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Pix","","Lucas",""
"11867-2","Sale","02/09/2026 3:33 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Efectivo","","Lucas",""
"11868-2","Sale","02/09/2026 3:34 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Efectivo","","Lucas",""
"11869-2","Sale","02/09/2026 3:35 PM",1,1,"1xÁgua sem gás ","4",0,0,0,"4",0,"Efectivo","","Lucas",""
"11870-2","Sale","02/09/2026 3:36 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Tarjeta Débito","","Lucas",""
"11871-2","Sale","02/09/2026 3:45 PM",1,1,"1xCombo 1","15",0,0,0,"15","1","Efectivo","","Lucas",""
"11872-2","Sale","02/09/2026 3:47 PM",2,2,"1xCascão , 1xCopo 150ml","16",0,0,0,"16","8.8","Tarjeta Débito","","Lucas",""
"11873-2","Sale","02/09/2026 4:00 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Tarjeta Crédito","","Lucas",""
"11874-2","Sale","02/09/2026 4:10 PM",1,1,"1xÁgua sem gás ","4",0,0,0,"4",0,"Efectivo","","Lucas",""
"11875-2","Sale","02/09/2026 4:17 PM",1,3,"3xMilkshake 400ml","42",0,0,0,"42","3","Pix","","Lucas",""
"11876-2","Sale","02/09/2026 4:18 PM",2,2,"1xCasquinha , 1xCopo 150ml","14",0,0,0,"14","7","Pix","","Lucas",""
"11877-2","Sale","02/09/2026 4:22 PM",1,2,"2xCrepe suíço salgado ","20",0,0,0,"20","4","Tarjeta Débito","","Lucas",""
"11878-2","Sale","02/09/2026 4:23 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Tarjeta Débito","","Lucas",""
"11879-2","Sale","02/09/2026 4:25 PM",1,1,"1xMilkshake 500ml","16",0,0,0,"16",0,"Efectivo","","Lucas",""
"11880-2","Sale","02/09/2026 4:28 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Pix","","Lucas",""
"11881-2","Sale","02/09/2026 4:36 PM",2,3,"1xMilkshake 400ml, 2xMilkshake 300ml","36",0,0,0,"36","3","Tarjeta Débito","","Lucas",""
"11882-2","Sale","02/09/2026 4:38 PM",1,1,"1xMilkshake 300ml","11",0,0,0,"11","1","Efectivo","","Lucas",""
"11883-2","Sale","02/09/2026 4:41 PM",1,1,"1xMilkshake 300ml","11",0,0,0,"11","1","Otros","","Lucas",""
"11884-2","Sale","02/09/2026 4:43 PM",1,2,"2xCascão ","18",0,0,0,"18","15.6","Pix","","Lucas",""
"11885-2","Sale","02/09/2026 4:50 PM",1,2,"2xCascão ","18",0,0,0,"18","15.6","Tarjeta Débito","","Lucas",""
"11886-2","Sale","02/09/2026 4:56 PM",1,1,"1xCopo 150ml","7",0,0,0,"7","1","Tarjeta Débito","","Lucas",""
"11887-2","Sale","02/09/2026 4:57 PM",1,2,"2xCascão ","18",0,0,0,"18","15.6","Tarjeta Crédito","","Lucas",""
"11888-2","Sale","02/09/2026 5:11 PM",1,2,"2xCrepe suíço salgado ","20",0,0,0,"20","4","Efectivo","","Lucas",""
"11889-2","Sale","02/09/2026 5:15 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Tarjeta Crédito","","Lucas",""
"11890-2","Sale","02/09/2026 5:18 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Pix","","Lucas",""
"11891-2","Sale","02/09/2026 5:20 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Tarjeta Débito","","Lucas",""
"11892-2","Sale","02/09/2026 5:21 PM",1,1,"1xRefri 310ml","7",0,0,0,"7","1","Efectivo","","Lucas",""
"11893-2","Sale","02/09/2026 5:24 PM",1,2,"2xMilkshake 300ml","22",0,0,0,"22","2","Efectivo","","Lucas",""
"11894-2","Sale","02/09/2026 5:29 PM",1,1,"1xChurros doce de leite ","10",0,0,0,"10","2","Pix","","Lucas",""
"11895-2","Sale","02/09/2026 5:29 PM",1,1,"1xRefri 310ml","7",2,0,0,"5","-1","Pix","","Lucas",""
"11896-2","Sale","02/09/2026 5:31 PM",2,2,"1xChurros de chocolate , 1xChurros doce de leite ","20",0,0,0,"20","4","Pix","","Lucas",""
"11897-2","Sale","02/09/2026 5:33 PM",1,1,"1xÁgua sem gás ","4",0,0,0,"4",0,"Tarjeta Crédito","","Lucas",""
"11898-2","Sale","02/09/2026 5:34 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Tarjeta Débito","","Lucas",""
"11899-2","Sale","02/09/2026 6:05 PM",1,1,"1xCrepe suíço salgado ","10",0,0,0,"10","2","Pix","","Lucas",""
"11900-2","Sale","02/09/2026 6:06 PM",1,1,"1xÁgua sem gás ","4",0,0,0,"4",0,"Pix","","Lucas",""
"11901-2","Sale","02/09/2026 6:14 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Pix","","Lucas",""
"11902-2","Sale","02/09/2026 6:41 PM",2,2,"1xCasquinha , 1xCombo 1","22",0,0,0,"22","7","Pix","","Lucas",""
"11903-2","Sale","02/09/2026 6:41 PM",1,1,"1xCombo 1","15",0,0,0,"15","1","Pix","","Lucas",""
"11904-2","Sale","02/09/2026 6:41 PM",1,2,"2xChurros doce de leite ","20",0,0,0,"20","4","Tarjeta Débito","","Lucas",""
"11905-2","Sale","02/09/2026 7:00 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Efectivo","","Lucas",""
"11906-2","Sale","02/09/2026 7:15 PM",1,1,"1xMilkshake 300ml","11",0,0,0,"11","1","Tarjeta Débito","","Lucas",""
"11907-2","Sale","02/09/2026 7:28 PM",1,2,"2xMilkshake 500ml","32",0,0,0,"32",0,"Pix","","Lucas",""
"11908-2","Sale","02/09/2026 7:32 PM",1,1,"1xMilkshake 300ml","11",0,0,0,"11","1","Pix","","Lucas",""
"11909-2","Sale","02/09/2026 7:35 PM",1,1,"1xMilkshake 300ml","11",0,0,0,"11","1","Tarjeta Crédito","","Lucas",""
"11910-2","Sale","02/10/2026 2:14 PM",3,4,"1xCasquinha , 2xCopo 150ml, 1xMilkshake 300ml","32",0,0,0,"32","9","Tarjeta Débito","","Lucas",""
"11911-2","Sale","02/10/2026 2:32 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Pix","","Lucas",""
"11912-2","Sale","02/10/2026 2:33 PM",1,1,"1xÁgua sem gás ","4",0,0,0,"4",0,"Pix","","Lucas",""
