"Number","Status","Date/Time","Qty.","Total amount","Items Description","Subtotal","Discount","Sales tax","Delivery","Total","Profits","Payment Method","Customer","Salesperson","Observation"
"11521-2","Sale","02/04/2026 3:50 PM",1,4,"4xCasquinha ","28",0,0,0,"28","24","Tarjeta Crédito","","Lucas",""
"11522-2","Sale","02/04/2026 3:53 PM",1,3,"3xMilkshake 300ml","33",0,0,0,"33","3","Pix","","Lucas",""
"11523-2","Sale","02/04/2026 4:00 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Efectivo","","Lucas",""
"11524-2","Sale","02/04/2026 4:03 PM",1,2,"2xMilkshake 300ml","22",0,0,0,"22","2","Tarjeta Crédito","","Lucas",""
"11525-2","Sale","02/04/2026 4:15 PM",3,3,"1xCopo 200ml, 1xMilkshake 300ml, 1xÁgua com gás ","24.5",0,0,0,"24.5","5.3","Efectivo","","Lucas",""
"11526-2","Sale","02/04/2026 4:16 PM",2,2,"1xCopo 150ml, 1xCasquinha ","14",0,0,0,"14","7","Tarjeta Débito","","Lucas",""
"11527-2","Sale","02/04/2026 4:17 PM",1,3,"3xCasquinha ","21",0,0,0,"21","18","Efectivo","","Lucas",""
"11528-2","Sale","02/04/2026 4:20 PM",1,1,"1xMilkshake 300ml","11",0,0,0,"11","1","Tarjeta Débito","","Lucas",""
"11529-2","Sale","02/04/2026 4:26 PM",2,2,"1xÁgua sem gás , 1xMilkshake 400ml","18",0,0,0,"18","1","Otros","","Lucas",""
"11530-2","Sale","02/04/2026 4:28 PM",1,1,"1xChurros doce de leite ","10",0,0,0,"10","2","Efectivo","","Lucas",""
"11531-2","Sale","02/04/2026 4:29 PM",1,2,"2xCascão ","18",0,0,0,"18","15.6","Efectivo","","Lucas",""
"11532-2","Sale","02/04/2026 4:30 PM",2,3,"2xÁgua sem gás , 1xÁgua com gás ","12.5",0,0,0,"12.5","3.3","Tarjeta Débito","","Lucas",""
"11533-2","Sale","02/04/2026 4:32 PM",1,1,"1xChurros doce de leite ","10",0,0,0,"10","2","Tarjeta Débito","","Lucas",""
"11534-2","Sale","02/04/2026 4:41 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Otros","","Lucas",""
"11535-2","Sale","02/04/2026 4:50 PM",1,1,"1xCopo 150ml","7",0,0,0,"7","1","Efectivo","","Lucas",""
"11536-2","Sale","02/04/2026 4:53 PM",3,3,"1xCascão , 1xCopo 150ml, 1xCasquinha ","23",0,0,0,"23","14.8","Tarjeta Débito","","Lucas",""
"11537-2","Sale","02/04/2026 4:54 PM",2,3,"1xÁgua sem gás , 2xCascão ","22",0,0,0,"22","15.6","Tarjeta Débito","","Lucas",""
"11538-2","Sale","02/04/2026 5:05 PM",2,3,"2xCascão , 1xÁgua com gás ","22.5",0,0,0,"22.5","18.9","Tarjeta Débito","","Lucas",""
"11539-2","Sale","02/04/2026 5:06 PM",1,1,"1xChurros doce de leite ","10",0,0,0,"10","2","Tarjeta Débito","","Lucas",""
"11540-2","Sale","02/04/2026 5:19 PM",1,1,"1xMilkshake 500ml","16",0,0,0,"16",0,"Tarjeta Crédito","","Lucas",""
"11541-2","Sale","02/04/2026 5:33 PM",2,3,"1xCasquinha , 2xCopo 200ml","25",0,0,0,"25","8","Pix","","Lucas",""
"11542-2","Sale","02/04/2026 5:36 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Efectivo","","Lucas",""
"11543-2","Sale","02/04/2026 5:43 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Tarjeta Débito","","Lucas",""
"11544-2","Sale","02/04/2026 5:45 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Tarjeta Crédito","","Lucas",""
"11545-2","Sale","02/04/2026 5:47 PM",1,1,"1xMilkshake 400ml","14",0,0,0,"14","1","Pix","","Lucas",""
"11546-2","Sale","02/04/2026 5:50 PM",4,4,"1xChurros de chocolate , 1xChurros doce de leite , 1xMilkshake 500ml, 1xCopo 250ml","47",0,0,0,"47","5","Pix","","Lucas",""
"11547-2","Sale","02/04/2026 5:53 PM",1,2,"2xCopo 200ml","18",0,0,0,"18","2","Efectivo","","Lucas",""
"11548-2","Sale","02/04/2026 5:54 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Efectivo","","Lucas",""
"11549-2","Sale","02/04/2026 5:58 PM",1,1,"1xCopo 250ml","11",0,0,0,"11","1","Pix","","Lucas",""
"11550-2","Sale","02/04/2026 5:58 PM",1,1,"1xCombo 1","15",0,0,0,"15","1","Tarjeta Débito","","Lucas",""
"11551-2","Sale","02/04/2026 6:03 PM",1,2,"2xCascão ","18",0,0,0,"18","15.6","Otros","","Lucas",""
"11552-2","Sale","02/04/2026 6:03 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Efectivo","","Lucas",""
"11553-2","Sale","02/04/2026 6:05 PM",2,2,"1xMilkshake 500ml, 1xÁgua sem gás ","20",0,0,0,"20",0,"Efectivo","","Lucas",""
"11554-2","Sale","02/04/2026 6:08 PM",1,1,"1xCrepe suíço doce","11",0,0,0,"11","3","Efectivo","","Lucas",""
"11555-2","Sale","02/04/2026 6:10 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Efectivo","","Lucas",""
"11556-2","Sale","02/04/2026 6:15 PM",4,8,"1xCasquinha , 3xCrepe suíço salgado , 1xCrepe suíço doce, 3xÁgua com gás ","61.5",0,0,0,"61.5","24.9","Tarjeta Crédito","","Lucas",""
"11557-2","Sale","02/04/2026 6:27 PM",1,1,"1xChurros doce de leite ","10",0,0,0,"10","2","Efectivo","","Lucas",""
"11558-2","Sale","02/04/2026 6:28 PM",1,1,"1xCombo 3","15",0,0,0,"15","1","Tarjeta Débito","","Lucas",""
"11559-2","Sale","02/04/2026 6:33 PM",1,2,"2xCascão ","18",0,0,0,"18","15.6","Tarjeta Crédito","","Lucas",""
"11560-2","Sale","02/04/2026 6:34 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Tarjeta Débito","","Lucas",""
"11561-2","Sale","02/04/2026 6:36 PM",1,2,"2xChurros doce de leite ","20",0,0,0,"20","4","Pix","","Lucas",""
"11562-2","Sale","02/04/2026 6:49 PM",1,1,"1xCopo 150ml","7",0,0,0,"7","1","Tarjeta Débito","","Lucas",""
"11563-2","Sale","02/04/2026 6:57 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Efectivo","","Lucas",""
"11564-2","Sale","02/04/2026 7:09 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Efectivo","","Lucas",""
"11565-2","Sale","02/04/2026 7:19 PM",2,2,"1xMilkshake 400ml, 1xCombo 2","30",0,0,0,"30","2","Pix","","Lucas",""
"11566-2","Sale","02/04/2026 7:29 PM",1,1,"1xChurros de chocolate ","10",0,0,0,"10","2","Tarjeta Crédito","","Lucas",""
"11567-2","Sale","02/05/2026 2:01 PM",2,2,"1xÁgua sem gás , 1xCascão ","13",0,0,0,"13","7.8","Efectivo","","Lucas",""
"11568-2","Sale","02/05/2026 2:27 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Efectivo","","Lucas",""
"11569-2","Sale","02/05/2026 2:29 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Efectivo","","Lucas",""
"11570-2","Sale","02/05/2026 2:30 PM",2,2,"1xÁgua sem gás , 1xÁgua com gás ","8.5",0,0,0,"8.5","3.3","Tarjeta Débito","","Lucas",""
"11571-2","Sale","02/05/2026 2:32 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Efectivo","","Lucas",""
"11572-2","Sale","02/05/2026 2:41 PM",1,2,"2xÁgua sem gás ","8",0,0,0,"8",0,"Tarjeta Crédito","","Lucas",""
"11573-2","Sale","02/05/2026 2:56 PM",2,2,"1xMilkshake 400ml, 1xCrepe suíço doce","25",0,0,0,"25","4","Pix","","Lucas",""
"11574-2","Sale","02/05/2026 2:58 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Tarjeta Débito","","Lucas",""
"11575-2","Sale","02/05/2026 2:59 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Tarjeta Débito","","Lucas",""
"11576-2","Sale","02/05/2026 3:03 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Tarjeta Débito","","Lucas",""
"11577-2","Sale","02/05/2026 3:12 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Efectivo","","Lucas",""
"11578-2","Sale","02/05/2026 3:14 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Tarjeta Débito","","Lucas",""
"11579-2","Sale","02/05/2026 3:25 PM",1,2,"2xMilkshake 500ml","32",0,0,0,"32",0,"Tarjeta Débito","","Lucas",""
"11580-2","Sale","02/05/2026 3:26 PM",1,2,"2xChurros doce de leite ","20",0,0,0,"20","4","Efectivo","","Lucas",""
"11581-2","Sale","02/05/2026 3:27 PM",1,1,"1xÁgua com gás ","4.5",0,0,0,"4.5","3.3","Efectivo","","Lucas",""
"11582-2","Sale","02/05/2026 3:29 PM",1,2,"2xCascão ","18",0,0,0,"18","15.6","Pix","","Lucas",""
"11583-2","Sale","02/05/2026 3:30 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Tarjeta Crédito","","Lucas",""
"11584-2","Sale","02/05/2026 3:35 PM",1,1,"1xÁgua com gás ","4.5",0,0,0,"4.5","3.3","Efectivo","","Lucas",""
"11585-2","Sale","02/05/2026 3:36 PM",1,1,"1xCopo 250ml","11",0,0,0,"11","1","Tarjeta Débito","","Lucas",""
"11586-2","Sale","02/05/2026 3:43 PM",1,1,"1xMilkshake 500ml","16",0,0,0,"16",0,"Pix","","Lucas",""
"11588-2","Sale","02/05/2026 4:12 PM",2,2,"1xCombo 1, 1xRefri 310ml","22",0,0,0,"22","2","Efectivo","","Lucas",""
"11589-2","Sale","02/05/2026 4:16 PM",1,1,"1xMilkshake 500ml","16",0,0,0,"16",0,"Efectivo","","Lucas",""
"11590-2","Sale","02/05/2026 4:23 PM",1,3,"3xCascão ","27",0,0,0,"27","23.4","Pix","","Lucas",""
"11591-2","Sale","02/05/2026 4:27 PM",1,3,"3xCascão ","27",0,0,0,"27","23.4","Pix","","Lucas",""
"11592-2","Sale","02/05/2026 4:29 PM",2,2,"1xCombo 1, 1xCasquinha ","22",0,0,0,"22","7","Efectivo","","Lucas",""
"11593-2","Sale","02/05/2026 4:32 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Efectivo","","Lucas",""
"11594-2","Sale","02/05/2026 4:33 PM",1,2,"2xCombo 1","30",0,0,0,"30","2","Efectivo","","Lucas",""
"11595-2","Sale","02/05/2026 4:37 PM",1,1,"1xMilkshake 400ml","14",0,0,0,"14","1","Efectivo","","Lucas",""
"11596-2","Sale","02/05/2026 4:40 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Tarjeta Débito","","Lucas",""
"11597-2","Sale","02/05/2026 4:40 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Efectivo","","Lucas",""
"11598-2","Sale","02/05/2026 4:47 PM",2,2,"1xChurros de chocolate , 1xCascão ","19",0,0,0,"19","9.8","Tarjeta Débito","","Lucas",""
"11599-2","Sale","02/05/2026 4:48 PM",1,2,"2xCascão ","18",0,0,0,"18","15.6","Efectivo","","Lucas",""
"11600-2","Sale","02/05/2026 5:22 PM",1,1,"1xMilkshake 400ml","14",0,0,0,"14","1","Tarjeta Débito","","Lucas",""
"11601-2","Sale","02/05/2026 5:31 PM",1,3,"3xMilkshake 400ml","42",0,0,0,"42","3","Tarjeta Débito","","Lucas",""
"11602-2","Sale","02/05/2026 5:33 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Efectivo","","Lucas",""
"11603-2","Sale","02/05/2026 5:34 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Tarjeta Crédito","","Lucas",""
"11604-2","Sale","02/05/2026 5:39 PM",1,1,"1xÁgua sem gás ","4",0,0,0,"4",0,"Tarjeta Débito","","Lucas",""
"11606-2","Sale","02/05/2026 5:40 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Efectivo","","Lucas",""
"11607-2","Sale","02/05/2026 5:44 PM",3,3,"1xMilkshake 300ml, 1xCascão , 1xCasquinha ","27",0,0,0,"27","14.8","Efectivo","","Lucas",""
"11608-2","Sale","02/05/2026 5:46 PM",2,2,"1xMilkshake 300ml, 1xÁgua com gás ","15.5",0,0,0,"15.5","4.3","Pix","","Lucas",""
"11609-2","Sale","02/05/2026 5:50 PM",1,1,"1xMilkshake 500ml","16",0,0,0,"16",0,"Tarjeta Débito","","Lucas",""
"11610-2","Sale","02/05/2026 5:52 PM",1,1,"1xÁgua com gás ","4.5",0,0,0,"4.5","3.3","Efectivo","","Lucas",""
"11611-2","Sale","02/05/2026 6:00 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Efectivo","","Lucas",""
"11612-2","Sale","02/05/2026 6:09 PM",1,1,"1xRefri 310ml","7",0,0,0,"7","1","Efectivo","","Lucas",""
"11613-2","Sale","02/05/2026 6:09 PM",1,1,"1xCombo 1","15",0,0,0,"15","1","Otros","","Lucas",""
"11615-2","Sale","02/05/2026 6:17 PM",1,1,"1xRefri 310ml","7",0,0,0,"7","1","Tarjeta Débito","","Lucas",""
"11616-2","Sale","02/05/2026 6:19 PM",2,2,"1xChurros de chocolate , 1xCombo 1","25",0,0,0,"25","3","Tarjeta Débito","","Lucas",""
"11617-2","Sale","02/05/2026 6:22 PM",1,1,"1xCopo 200ml","9",0,0,0,"9","1","Otros","","Lucas",""
"11618-2","Sale","02/05/2026 6:24 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Tarjeta Crédito","","Lucas",""
"11619-2","Sale","02/05/2026 6:29 PM",2,2,"1xCopo 150ml, 1xCasquinha ","14",0,0,0,"14","7","Efectivo","","Lucas",""
"11620-2","Sale","02/05/2026 6:30 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Tarjeta Débito","","Lucas",""
"11621-2","Sale","02/05/2026 6:41 PM",2,3,"2xChurros de chocolate , 1xCascão ","29",0,0,0,"29","11.8","Tarjeta Crédito","","Lucas",""
"11622-2","Sale","02/05/2026 6:54 PM",2,4,"1xCopo 200ml, 3xCasquinha ","30",0,0,0,"30","19","Efectivo","","Lucas",""
"11623-2","Sale","02/05/2026 7:00 PM",1,1,"1xMilkshake 400ml","14",0,0,0,"14","1","Tarjeta Crédito","","Lucas",""
"11624-2","Sale","02/05/2026 7:01 PM",1,1,"1xRefri 310ml","7",0,0,0,"7","1","Efectivo","","Lucas",""
"11625-2","Sale","02/05/2026 7:21 PM",2,2,"1xMilkshake 400ml, 1xCasquinha ","21",0,0,0,"21","7","Tarjeta Débito","","Lucas",""
"11626-2","Sale","02/05/2026 7:29 PM",1,1,"1xMilkshake 400ml","14",0,0,0,"14","1","Pix","","Lucas",""
"11587-2","Sale","02/05/2026 3:45 PM",1,1,"1xMilkshake 300ml","11",0,0,0,"11","1","Pix","","Lucas",""
"11627-2","Sale","02/06/2026 1:47 PM",1,1,"1xCombo 1","15",0,0,0,"15","1","Efectivo","","Lucas",""
"11628-2","Sale","02/06/2026 2:17 PM",2,2,"1xCopo 150ml, 1xCasquinha ","14",0,0,0,"14","7","Efectivo","","Lucas",""
"11629-2","Sale","02/06/2026 2:19 PM",2,3,"1xÁgua sem gás , 2xÁgua com gás ","13",0,0,0,"13","6.6","Efectivo","","Lucas",""
"11630-2","Sale","02/06/2026 2:25 PM",1,2,"2xCopo 200ml","18",0,0,0,"18","2","Tarjeta Débito","","Lucas",""
"11631-2","Sale","02/06/2026 2:29 PM",1,1,"1xÁgua sem gás ","4",0,0,0,"4",0,"Pix","","Lucas",""
"11632-2","Sale","02/06/2026 2:33 PM",1,1,"1xRefri 310ml","7",0,0,0,"7","1","Tarjeta Débito","","Lucas",""
"11633-2","Sale","02/06/2026 2:40 PM",1,1,"1xMilkshake 500ml","16",0,0,0,"16",0,"Efectivo","","Lucas",""
"11634-2","Sale","02/06/2026 2:43 PM",1,1,"1xMilkshake 400ml","14",0,0,0,"14","1","Efectivo","","Lucas",""
"11635-2","Sale","02/06/2026 2:44 PM",2,2,"1xCombo 1, 1xCrepe suíço salgado ","25",0,0,0,"25","3","Pix","","Lucas",""
"11636-2","Sale","02/06/2026 2:51 PM",1,1,"1xÁgua sem gás ","4",0,0,0,"4",0,"Efectivo","","Lucas",""
"11637-2","Sale","02/06/2026 2:51 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Efectivo","","Lucas",""
"11638-2","Sale","02/06/2026 2:59 PM",2,2,"1xCopo 200ml, 1xÁgua sem gás ","13",6,0,0,"7","-3.15","Efectivo","","Lucas",""
"11639-2","Sale","02/06/2026 3:19 PM",3,3,"1xMilkshake 300ml, 1xÁgua com gás , 1xÁgua sem gás ","19.5",0,0,0,"19.5","4.3","Tarjeta Débito","","Lucas",""
"11640-2","Sale","02/06/2026 3:24 PM",2,4,"3xMilkshake 300ml, 1xÁgua sem gás ","37",0,0,0,"37","3","Pix","","Lucas",""
"11641-2","Sale","02/06/2026 3:27 PM",1,3,"3xCascão ","27",0,0,0,"27","23.4","Pix","","Lucas",""
"11642-2","Sale","02/06/2026 3:30 PM",1,3,"3xCascão ","27",0,0,0,"27","23.4","Pix","","Lucas",""
"11643-2","Sale","02/06/2026 3:32 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Efectivo","","Lucas",""
"11644-2","Sale","02/06/2026 3:33 PM",2,2,"1xCasquinha , 1xCascão ","16",0,0,0,"16","13.8","Efectivo","","Lucas",""
"11645-2","Sale","02/06/2026 3:35 PM",1,2,"2xCascão ","18",0,0,0,"18","15.6","Efectivo","","Lucas",""
"11646-2","Sale","02/06/2026 3:41 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Tarjeta Crédito","","Lucas",""
"11647-2","Sale","02/06/2026 3:45 PM",2,2,"1xMilkshake 300ml, 1xCascão ","20",0,0,0,"20","8.8","Tarjeta Crédito","","Lucas",""
"11648-2","Sale","02/06/2026 3:54 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Tarjeta Débito","","Lucas",""
"11649-2","Sale","02/06/2026 4:16 PM",1,3,"3xCasquinha ","21",0,0,0,"21","18","Pix","","Lucas",""
"11650-2","Sale","02/06/2026 4:16 PM",1,1,"1xCopo 200ml","9",0,0,0,"9","1","Efectivo","","Lucas",""
"11651-2","Sale","02/06/2026 4:28 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Efectivo","","Lucas",""
"11652-2","Sale","02/06/2026 4:30 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Efectivo","","Lucas",""
"11653-2","Sale","02/06/2026 4:31 PM",1,1,"1xÁgua sem gás ","4",0,0,0,"4",0,"Efectivo","","Lucas",""
"11655-2","Sale","02/06/2026 4:46 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Efectivo","","Lucas",""
"11656-2","Sale","02/06/2026 4:47 PM",1,1,"1xMilkshake 400ml","14",0,0,0,"14","1","Pix","","Lucas",""
"11657-2","Sale","02/06/2026 4:50 PM",1,2,"2xMilkshake 300ml","22",0,0,0,"22","2","Pix","","Lucas",""
"11658-2","Sale","02/06/2026 4:51 PM",1,1,"1xCopo 150ml","7",0,0,0,"7","1","Efectivo","","Lucas",""
"11659-2","Sale","02/06/2026 5:01 PM",1,5,"5xCasquinha ","35",0,0,0,"35","30","Pix","","Lucas",""
"11660-2","Sale","02/06/2026 5:02 PM",1,1,"1xRefri 310ml","7",0,0,0,"7","1","Tarjeta Crédito","","Lucas",""
"11661-2","Sale","02/06/2026 5:10 PM",1,1,"1xCombo 2","16",0,0,0,"16","1","Pix","","Lucas",""
"11662-2","Sale","02/06/2026 5:14 PM",2,2,"1xChurros de chocolate , 1xCopo 200ml","19",0,0,0,"19","3","Tarjeta Débito","","Lucas",""
"11663-2","Sale","02/06/2026 5:22 PM",2,3,"1xCascão , 2xMilkshake 500ml","41",0,0,0,"41","7.8","Tarjeta Crédito","","Lucas",""
"11664-2","Sale","02/06/2026 5:25 PM",1,3,"3xChurros de chocolate ","30",0,0,0,"30","6","Pix","","Lucas",""
"11665-2","Sale","02/06/2026 5:38 PM",1,1,"1xÁgua com gás ","4.5",0,0,0,"4.5","3.3","Tarjeta Débito","","Lucas",""
"11666-2","Sale","02/06/2026 5:41 PM",1,1,"1xCrepe suíço salgado ","10",0,0,0,"10","2","Tarjeta Crédito","","Lucas",""
"11667-2","Sale","02/06/2026 5:46 PM",1,2,"2xCopo 200ml","18",0,0,0,"18","2","Tarjeta Débito","","Lucas",""
"11668-2","Sale","02/06/2026 5:54 PM",1,1,"1xRefri 310ml","7",0,0,0,"7","1","Efectivo","","Lucas",""
"11669-2","Sale","02/06/2026 6:09 PM",1,2,"2xMilkshake 300ml","22",0,0,0,"22","2","Tarjeta Débito","","Lucas",""
"11670-2","Sale","02/06/2026 6:10 PM",1,1,"1xMilkshake 400ml","14",0,0,0,"14","1","Tarjeta Débito","","Lucas",""
"11671-2","Sale","02/06/2026 6:22 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Efectivo","","Lucas",""
"11672-2","Sale","02/06/2026 6:26 PM",1,1,"1xCopo 150ml","7",0,0,0,"7","1","Tarjeta Débito","","Lucas",""
"11673-2","Sale","02/06/2026 6:29 PM",1,1,"1xMilkshake 400ml","14",0,0,0,"14","1","Pix","","Lucas",""
"11674-2","Sale","02/06/2026 6:40 PM",1,1,"1xMilkshake 400ml","14",0,0,0,"14","1","Tarjeta Débito","","Lucas",""
"11675-2","Sale","02/06/2026 6:54 PM",1,4,"4xMilkshake 500ml","64",0,0,0,"64",0,"Efectivo","","Lucas",""
"11676-2","Sale","02/06/2026 6:59 PM",2,4,"3xMilkshake 300ml, 1xÁgua sem gás ","37",0,0,0,"37","3","Tarjeta Débito","","Lucas",""
"11677-2","Sale","02/06/2026 7:01 PM",1,1,"1xMilkshake 300ml","11",0,0,0,"11","1","Tarjeta Débito","","Lucas",""
"11678-2","Sale","02/06/2026 7:14 PM",2,2,"1xCasquinha , 1xMilkshake 300ml","18",0,0,0,"18","7","Tarjeta Crédito","","Lucas",""
"11654-2","Sale","02/06/2026 4:37 PM",2,2,"1xMilkshake 300ml, 1xCascão ","20",0,0,0,"20","8.8","Pix","","Lucas",""
"11679-2","Sale","02/06/2026 7:16 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Pix","","Lucas",""
"11680-2","Sale","02/06/2026 7:20 PM",2,2,"1xMilkshake 300ml, 1xCascão ","20",0,0,0,"20","8.8","Pix","","Lucas",""
"11681-2","Sale","02/07/2026 10:31 AM",2,2,"1xCasquinha , 1xCopo 150ml","14",0,0,0,"14","7","Efectivo","","Lucas",""
"11682-2","Sale","02/07/2026 10:35 AM",2,2,"1xCascão , 1xMilkshake 400ml","23",0,0,0,"23","8.8","Efectivo","","Lucas",""
"11686-2","Sale","02/07/2026 10:57 AM",1,1,"1xMilkshake 300ml","11",0,0,0,"11","1","Pix","","Lucas",""
"11685-2","Sale","02/07/2026 10:39 AM",1,1,"1xÁgua sem gás ","4",0,0,0,"4",0,"Efectivo","","Lucas",""
"11687-2","Sale","02/07/2026 11:05 AM",1,2,"2xCascão ","18",0,0,0,"18","15.6","Efectivo","","Lucas",""
"11688-2","Sale","02/07/2026 11:16 AM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Tarjeta Crédito","","Lucas",""
"11689-2","Sale","02/07/2026 11:21 AM",2,2,"1xMilkshake 400ml, 1xMilkshake 300ml","25",0,0,0,"25","2","Efectivo","","Lucas",""
"11690-2","Sale","02/07/2026 11:25 AM",1,2,"2xMilkshake 300ml","22",0,0,0,"22","2","Tarjeta Débito","","Lucas",""
"11691-2","Sale","02/07/2026 11:30 AM",1,2,"2xCascão ","18",0,0,0,"18","15.6","Pix","","Lucas",""
"11692-2","Sale","02/07/2026 11:31 AM",2,3,"2xÁgua sem gás , 1xÁgua com gás ","12.5",0,0,0,"12.5","3.3","Tarjeta Débito","","Lucas",""
"11693-2","Sale","02/07/2026 11:37 AM",1,1,"1xÁgua sem gás ","4",0,0,0,"4",0,"Efectivo","","Lucas",""
"11694-2","Sale","02/07/2026 11:47 AM",1,1,"1xÁgua com gás ","4.5",0,0,0,"4.5","3.3","Tarjeta Débito","","Lucas",""
"11695-2","Sale","02/07/2026 11:54 AM",1,1,"1xÁgua com gás ","4.5",0,0,0,"4.5","3.3","Pix","","Lucas",""
"11696-2","Sale","02/07/2026 12:07 PM",2,2,"1xMilkshake 500ml, 1xÁgua com gás ","20.5",0,0,0,"20.5","3.3","Pix","","Lucas",""
"11697-2","Sale","02/07/2026 12:29 PM",2,2,"1xMilkshake 300ml, 1xÁgua com gás ","15.5",0,0,0,"15.5","4.3","Efectivo","","Lucas",""
"11698-2","Sale","02/07/2026 12:36 PM",1,1,"1xÁgua sem gás ","4",0,0,0,"4",0,"Efectivo","","Lucas",""
"11699-2","Sale","02/07/2026 12:41 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Efectivo","","Lucas",""
"11700-2","Sale","02/07/2026 12:56 PM",1,1,"1xMilkshake 300ml","11",0,0,0,"11","1","Efectivo","","Lucas",""
"11701-2","Sale","02/07/2026 1:03 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Efectivo","","Lucas",""
"11702-2","Sale","02/07/2026 1:04 PM",1,1,"1xCopo 150ml","7",0,0,0,"7","1","Efectivo","","Lucas",""
"11703-2","Sale","02/07/2026 1:05 PM",1,1,"1xCopo 200ml","9",0,0,0,"9","1","Efectivo","","Lucas",""
"11704-2","Sale","02/07/2026 1:07 PM",2,2,"1xCascão , 1xCopo 200ml","18",0,0,0,"18","8.8","Tarjeta Débito","","Lucas",""
"11705-2","Sale","02/07/2026 1:12 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Efectivo","","Lucas",""
"11706-2","Sale","02/07/2026 1:13 PM",2,2,"1xCascão , 1xCasquinha ","16",0,0,0,"16","13.8","Efectivo","","Lucas",""
"11707-2","Sale","02/07/2026 1:15 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Tarjeta Débito","","Lucas",""
"11708-2","Sale","02/07/2026 1:16 PM",1,1,"1xÁgua sem gás ","4",0,0,0,"4",0,"Tarjeta Débito","","Lucas",""
"11709-2","Sale","02/07/2026 1:20 PM",1,3,"3xCasquinha ","21",0,0,0,"21","18","Efectivo","","Lucas",""
"11710-2","Sale","02/07/2026 1:21 PM",1,1,"1xRefri 310ml","7",0,0,0,"7","1","Tarjeta Débito","","Lucas",""
"11711-2","Sale","02/07/2026 1:31 PM",2,2,"1xCombo 1, 1xCasquinha ","22",0,0,0,"22","7","Tarjeta Débito","","Lucas",""
"11712-2","Sale","02/07/2026 1:35 PM",2,2,"1xChurros doce de leite , 1xMilkshake 300ml","21",0,0,0,"21","3","Tarjeta Débito","","Lucas",""
"11713-2","Sale","02/07/2026 1:38 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Tarjeta Débito","","Lucas",""
"11714-2","Sale","02/07/2026 1:44 PM",2,3,"1xCascão , 2xMilkshake 300ml","31",0,0,0,"31","9.8","Tarjeta Débito","","Lucas",""
"11715-2","Sale","02/07/2026 1:46 PM",1,1,"1xMilkshake 300ml","11",0,0,0,"11","1","Tarjeta Débito","","Lucas",""
"11716-2","Sale","02/07/2026 1:55 PM",2,2,"1xMilkshake 300ml, 1xCopo 200ml","20",0,0,0,"20","2","Tarjeta Débito, Pix","","Lucas",""
"11717-2","Sale","02/07/2026 1:55 PM",1,1,"1xÁgua sem gás ","4",0,0,0,"4",0,"Efectivo","","Lucas",""
"11718-2","Sale","02/07/2026 1:58 PM",1,1,"1xMilkshake 500ml","16",0,0,0,"16",0,"Tarjeta Débito","","Lucas",""
